Image ID,Sequence,Category,Script Page,Archive,Caption,Source URL,Keywords,Downloaded,In Lightroom,Metadata Attached
hln000003,717,Urban & Street Scenes,,UNLV Special Collections,"Photograph of bridge over Vegas Creek, Las Vegas, circa 1900",https://special.library.unlv.edu/ark:/62930/d1610zr3z,,true,true,true
hln000040,718,Urban & Street Scenes,,UNLV Special Collections,Well in stream (1911 to 1949),https://special.library.unlv.edu/ark:/62930/d1mw2cd5h,,,,
hln000221,719,Urban & Street Scenes,,UNLV Special Collections,"Photograph of a drill rig putting down the hole for the first well in the Las Vegas Heights District, circa 1907",https://special.library.unlv.edu/ark:/62930/d13n23d35,,true,true,true
hln000239,720,Urban & Street Scenes,,UNLV Special Collections,"Photograph of artesian well in Paradise Valley, before 1920",https://special.library.unlv.edu/ark:/62930/d1s759j63,,true,true,true
pho013038,721,Urban & Street Scenes,,UNLV Special Collections,Ed Clark age 25 / Forwarding Company (1904 to 1906),https://special.library.unlv.edu/ark:/62930/d1vm4300k,,true,true,true
pho014576,722,Urban & Street Scenes,,UNLV Special Collections,Leon Rockwell (1908),https://special.library.unlv.edu/ark:/62930/d1930nx52,,true,true,true
pho017850,723,Urban & Street Scenes,,UNLV Special Collections,"Main Street, Caliente (1900 to 1910)",https://special.library.unlv.edu/ark:/62930/d1bk16s9b,,true,true,true
pho023866,724,Urban & Street Scenes,,UNLV Special Collections,"Photograph of an aerial view of Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1p26q89n,,true,true,true
pho023868,725,Urban & Street Scenes,,UNLV Special Collections,"Photograph of an aerial view of Pioche (Nev.), early 1900s [John Janney Photograph Collection on Pioche, Nevada]",https://special.library.unlv.edu/ark:/62930/d1dj58n95,,true,true,true
pho025988,726,Urban & Street Scenes,,UNLV Special Collections,"Photograph of back of First Methodist Church building, Las Vegas (Nev.) -- located at 3rd and Bridger Streets, circa 1900-1925 [Sunnie Gillette Photograph Collection]. See also pho025987 (front view).",https://special.library.unlv.edu/ark%3A/62930/d1mw2cc2m,,true,true,true
pho006198,727,Urban & Street Scenes,,UNLV Special Collections,"Photograph of Delphine Squires in Las Vegas during construction of Squires house at 407 Fremont St., April 1906 [Charles P. Squires Photograph Collection]",http://n2t.net/ark:/62930/d1ms3k16w,,true,true,true
PH-00002,728,Urban & Street Scenes,,UNLV Special Collections,"Ed Clark, c. 1932 [pics of Ronnow]",,,,,
NEEDS-ID-22,729,Urban & Street Scenes,"general ref, no clear page",UNLV Special Collections (not digitized),"Leon Rockwell on the Colorado River, 1907 - NOT DIGITIZED",https://special.library.unlv.edu/node/279368,,,,
CHS-1876,730,Urban & Street Scenes,,USC Digital Library,"Broadway north from Fourth Street, downtown Los Angeles, 1903-1905 [California Historical Society Collection, 1860-1960]",http://doi.org/10.25549/chs-m86,,true,true,true
CHS-5247,731,Urban & Street Scenes,,USC Digital Library,"Main Street, looking north-east, Riverside, California, circa 1905 (Creator: C.C. Pierce) [California Historical Society Collection, 1860-1960]",http://doi.org/10.25549/chs-m8183,,true,true,true
8473926,732,Urban & Street Scenes,,Wikimedia Commons,"Street scenery, Goldfield, NV",https://commons.wikimedia.org/wiki/File:Goldfield_NV_-_street_scenery.jpg,,true,,true
